3	37	98	18	46
4	57	23	94	0
99	79	20	36	11
21	84	26	13	16
76	41	13	46	61
5	56	71	10	40
88	11	76	91	32
52	33	79	24	70
70	56	41	17	64
19	17	79	65	54
43	65	77	52	82
57	13	57	49	89
15	34	53	28	55
44	0	79	14	40
36	34	22	62	38
21	57	77	96	92
63	22	68	34	18
13	45	37	17	85
58	10	35	14	94
34	7	11	4	97
28	27	34	31	69
35	88	97	47	88
88	37	51	45	54
82	63	32	1	82
90	40	48	42	29
54	4	86	27	54
98	71	17	1	2
9	69	12	67	28
99	11	40	39	26
98	20	31	16	6
61	11	70	69	44
85	62	28	53	70
97	30	58	73	49
53	5	67	2	13
3	12	99	76	31
23	47	64	54	37
58	99	46	62	83
58	77	52	73	40
60	29	21	76	84
14	62	44	11	6
17	66	91	30	92
31	43	61	19	1
6	28	55	18	35
77	58	56	16	75
72	36	88	65	53
14	93	30	32	67
41	11	85	14	82
91	23	16	17	96
4	66	73	84	42
47	61	49	16	21
11	50	5	79	75
1	32	45	92	55
89	11	16	55	87
86	2	0	25	95
43	31	64	18	16
59	63	22	19	88
95	27	26	76	56
41	4	51	94	77
55	73	14	27	17
74	18	42	69	51
62	65	88	21	58
0	3	57	28	56
33	49	65	34	6
92	20	68	38	81
87	60	0	66	6
57	15	0	89	55
73	76	91	5	7
75	69	39	70	90
52	76	98	27	35
53	60	97	43	64
48	45	86	40	71
49	62	30	5	23
20	17	18	12	69
41	82	3	63	40
69	60	59	94	62
29	55	84	0	39
95	39	93	96	81
54	91	2	20	4
44	52	65	21	3
32	14	97	64	69
92	74	56	91	2
7	30	71	83	33
32	49	98	7	57
36	40	55	39	50
12	11	91	75	33
28	55	99	82	82
52	90	1	67	27
49	66	83	12	21
64	22	58	33	76
40	41	36	25	94
43	29	14	62	80
35	11	8	86	34
87	71	82	80	95
57	13	23	2	59
66	56	96	74	56
94	68	12	33	60
24	17	84	79	72
7	19	55	32	48
54	49	13	77	31
69	86	31	14	23
7	91	93	29	12
62	1	74	20	83
60	48	94	59	37
61	56	82	26	12
50	31	38	75	97
33	14	80	92	29
24	50	40	16	81
88	71	86	25	35
79	10	36	61	23
27	35	73	77	79
63	53	56	51	1
39	73	16	60	58
24	53	18	32	30
3	81	77	68	64
58	75	12	99	81
30	20	32	10	6
30	34	2	5	20
93	17	14	9	16
76	97	7	83	86
52	50	89	78	33
25	28	4	42	58
16	43	35	99	10
25	33	84	17	4
36	88	19	26	81
26	57	70	67	47
14	54	94	1	37
21	82	4	3	60
41	69	40	77	59
20	36	71	51	7
96	55	5	12	86
73	59	93	2	48
61	96	72	12	11
1	75	62	25	41
63	96	26	51	43
28	73	76	70	2
18	87	54	43	50
47	22	94	19	43
16	45	23	91	94
95	81	54	8	52
12	49	3	82	78
31	58	34	10	17
10	63	27	11	85
57	15	61	61	22
62	88	94	66	11
74	12	73	62	64
27	83	51	44	62
96	43	9	65	32
89	22	26	4	34
76	7	30	29	9
80	26	22	92	44
26	64	83	83	23
37	84	71	50	67
42	40	23	37	71
38	77	91	22	70
39	36	37	64	64
4	11	55	56	76
44	42	36	7	3
80	81	16	45	4
94	73	57	19	33
63	99	88	47	48
27	92	57	14	43
42	35	31	70	57
47	4	91	73	45
35	2	27	3	31
99	98	10	67	50
91	85	40	17	49
16	24	86	76	22
49	16	39	79	53
60	59	38	98	35
81	11	17	92	1
96	46	87	39	53
23	52	94	30	85
53	78	16	70	10
92	40	42	80	36
98	28	51	32	98
40	29	79	21	58
53	72	93	91	85
49	29	88	63	26
57	61	36	30	22
9	43	13	7	84
45	14	84	40	35
20	9	0	82	81
4	86	21	4	68
87	89	10	51	76
47	48	33	20	42
97	67	22	51	58
34	12	33	92	33
23	92	60	57	47
55	60	12	89	47
23	12	34	15	86
42	55	75	67	17
42	21	89	62	47
38	50	51	34	83
6	16	77	67	84
19	57	77	47	28
64	31	45	88	70
27	62	52	19	26
8	51	37	56	24
33	2	2	90	41
67	92	16	3	30
95	78	39	6	96
94	82	78	82	19
59	69	51	41	24
95	33	21	83	38
37	20	88	90	92
95	2	20	66	73
79	62	99	75	15
68	98	19	41	67
44	45	34	66	30
56	22	37	99	99
31	33	68	97	78
22	3	28	98	67
49	41	98	3	20
38	38	56	55	42
27	59	42	4	1
45	84	92	41	71
69	6	58	88	47
26	16	50	85	16
85	82	45	84	48
58	79	79	21	63
23	95	5	56	25
76	47	14	70	45
5	92	94	43	13
14	80	82	48	52
33	94	33	71	80
39	21	95	3	61
92	81	63	19	88
18	66	36	94	55
79	68	84	62	44
1	19	36	18	18
54	31	95	27	29
9	97	20	23	85
61	39	9	30	15
52	67	27	7	90
1	91	14	91	91
10	93	87	28	56
14	64	97	88	14
70	41	1	68	85
93	58	37	85	32
83	30	59	31	18
4	42	72	48	86
70	74	95	19	16
3	35	0	50	10
67	60	13	14	27
76	13	35	81	26
14	28	96	35	39
28	19	29	86	85
46	68	54	8	38
51	64	80	87	0
77	3	43	80	43
39	88	67	98	9
72	55	53	80	59
95	89	28	31	86
95	50	77	43	98
12	89	65	41	74
14	72	13	77	74
35	28	43	97	13
33	92	57	0	9
70	79	35	41	62
55	32	89	36	54
99	24	26	26	95
99	72	88	39	75
4	94	66	85	14
57	16	30	57	86
68	26	24	98	79
18	25	15	60	77
6	38	52	66	17
74	93	20	95	66
9	18	31	79	48
25	74	52	43	4
7	33	81	83	92
35	81	93	28	28
61	15	86	39	7
33	48	18	17	76
23	74	78	28	20
59	90	79	45	92
91	83	68	43	2
58	47	71	3	32
6	15	80	9	88
71	98	64	59	47
90	53	30	15	91
5	18	96	82	76
8	5	87	56	42
59	55	78	56	7
50	42	96	15	4
23	85	51	18	20
59	59	87	21	21
19	18	95	79	71
49	83	59	58	62
13	56	71	52	92
8	2	50	70	34
82	31	71	42	6
30	59	30	7	8
39	26	67	25	14
59	12	38	76	97
61	38	92	94	99
61	32	61	83	97
96	42	48	97	64
82	47	68	4	63
85	88	55	46	19
14	29	89	42	85
72	46	67	58	46
80	78	92	91	81
30	85	68	82	22
14	26	61	22	20
59	17	89	57	5
86	63	14	86	37
97	84	81	97	55
52	59	12	62	73
19	61	50	12	29
22	50	36	21	56
75	65	89	5	88
55	33	97	37	42
84	1	81	70	39
50	87	28	59	25
15	19	33	10	93
35	10	10	5	68
37	58	92	35	10
41	24	16	36	46
64	25	22	65	16
87	6	5	51	93
9	29	52	56	96
25	83	50	52	96
43	45	1	7	49
12	81	78	71	5
19	89	24	91	7
50	66	1	26	14
25	66	99	95	19
43	30	45	1	85
43	84	53	99	76
3	18	89	6	71
41	18	2	85	75
65	30	26	47	20
76	93	71	87	16
52	63	23	69	64
52	20	80	61	51
55	21	79	89	86
42	84	62	40	95
3	34	71	50	8
4	50	20	96	91
17	84	79	13	57
40	48	43	83	91
9	25	70	23	9
66	54	41	57	82
17	24	80	73	64
99	0	14	89	84
54	74	78	84	91
4	39	98	9	90
19	50	22	16	41
92	86	67	38	5
62	20	79	46	36
4	0	58	12	13
77	70	15	24	46
2	12	36	74	97
76	3	34	60	8
70	62	58	53	62
32	84	88	12	56
85	45	2	49	57
34	3	86	14	5
20	2	93	93	1
41	84	42	1	72
32	6	17	55	98
97	20	36	37	99
89	19	94	7	56
25	54	10	77	27
38	53	12	4	7
49	88	95	27	33
89	3	7	92	84
87	26	20	65	8
69	57	57	88	88
6	95	57	56	90
75	27	21	36	92
40	94	33	96	75
93	52	28	53	6
86	27	79	10	30
64	38	69	56	29
15	81	50	73	72
57	62	42	48	17
96	71	23	12	36
53	2	24	47	87
12	83	62	47	1
61	65	54	81	62
83	3	91	9	0
21	77	95	49	57
31	80	67	65	31
2	16	6	25	5
89	12	55	46	66
83	37	49	54	30
79	36	42	93	13
69	2	52	27	86
27	3	74	2	10
13	47	43	92	86
48	31	60	20	15
47	11	13	45	32
94	65	33	95	99
39	99	24	16	37
59	82	82	49	39
25	66	79	49	57
71	5	50	68	90
2	60	57	48	38
95	55	88	23	50
2	86	32	88	62
75	22	61	71	80
32	61	21	52	19
85	20	69	34	12
70	16	35	74	48
0	94	8	55	24
79	27	1	56	8
28	43	60	98	27
6	85	93	51	83
2	0	31	4	18
25	99	34	39	63
22	7	61	3	62
34	84	37	75	42
38	5	91	23	56
31	50	8	12	63
54	22	95	68	55
22	17	68	6	80
14	22	19	74	4
89	62	78	20	14
70	15	57	45	33
23	91	40	89	39
60	3	41	48	33
59	88	93	39	70
21	51	28	16	76
9	93	27	56	37
93	98	83	3	61
66	9	13	93	2
28	72	22	89	18
96	58	40	65	15
51	88	21	67	55
54	70	54	98	76
72	71	14	57	2
34	40	24	83	60
9	59	51	98	69
66	79	78	99	85
13	41	13	35	81
64	22	12	14	43
39	92	72	63	42
26	55	81	34	5
49	0	78	54	62
14	68	88	36	96
90	63	36	58	92
77	12	23	5	47
1	35	9	35	98
72	33	94	10	57
15	57	55	66	44
58	3	55	68	80
80	7	97	82	76
2	38	35	51	83
16	89	35	59	1
65	50	35	53	53
31	25	78	92	13
32	87	76	13	4
39	17	62	94	17
5	63	32	83	84
90	24	38	82	88
51	84	42	47	30
32	74	28	30	99
39	18	24	20	31
55	22	22	5	13
2	63	38	67	23
55	80	57	50	5
60	11	39	61	34
16	99	14	42	48
35	89	65	64	77
74	92	62	64	36
17	66	88	13	47
49	15	81	9	78
39	17	35	13	85
0	2	7	28	50
56	78	2	59	99
91	82	62	84	61
1	90	26	44	12
50	63	27	97	72
43	56	88	50	36
75	73	6	13	69
51	7	63	97	84
69	49	4	52	99
92	27	64	26	4
81	16	94	14	63
68	74	69	76	22
60	52	85	48	16
49	77	7	2	92
96	71	0	83	82
91	63	19	28	22
48	56	44	27	41
61	85	50	84	17
37	35	66	15	13
4	41	2	3	44
96	48	75	53	98
38	87	0	83	47
32	90	13	67	81
55	96	82	1	69
68	61	48	35	41
98	67	59	18	32
0	99	62	61	68
11	68	92	55	83
16	15	18	66	49
99	67	40	91	33
9	74	95	37	25
61	26	70	63	4
58	68	93	47	14
89	87	79	15	66
72	86	24	20	52
16	71	73	96	60
7	86	18	91	26
44	35	26	66	64
90	67	43	17	55
24	23	76	33	96
97	26	98	2	42
71	89	93	36	62
32	77	35	65	96
77	65	41	20	80
14	60	88	30	99
93	71	35	47	77
80	50	90	28	14
26	5	73	95	58
54	78	84	23	82
77	41	53	17	57
87	34	0	88	82
4	95	97	1	11
78	28	17	33	65
57	54	61	8	30
13	49	18	95	18
83	9	72	88	81
60	73	57	45	87
61	60	34	71	29
74	25	84	79	62
71	35	75	89	45
10	54	36	56	28
42	64	43	33	64
18	74	90	38	3
91	37	21	35	17
92	90	44	89	73
55	61	17	33	94
96	12	25	61	35
16	6	56	46	68
37	39	51	54	14
4	48	82	24	65
4	83	79	75	65
59	55	32	75	36
71	99	17	75	38
86	46	77	25	38
5	50	82	80	41
19	46	37	76	89
77	20	26	45	3
71	45	27	58	80
98	87	36	23	86
71	50	72	89	64
82	47	14	97	0
11	64	8	53	58
13	27	80	26	32
14	48	62	93	99
89	32	16	93	59
95	20	67	22	99
7	77	64	58	11
21	81	76	21	48
88	18	13	81	1
20	46	53	40	46
5	84	21	29	68
4	24	24	52	32
30	56	17	90	51
2	44	0	62	85
72	82	4	55	99
26	1	34	21	82
72	2	12	25	87
60	40	50	6	5
72	52	70	24	73
25	6	31	11	52
5	42	54	9	83
36	81	94	89	4
22	18	50	77	40
16	13	80	77	0
72	50	5	29	70
62	54	20	71	85
61	46	45	81	2
84	82	86	78	74
10	81	20	9	10
74	84	76	29	52
67	57	57	95	2
85	74	19	93	63
15	0	83	43	61
27	89	12	6	99
72	5	19	58	32
82	46	64	23	17
70	52	86	27	75
67	75	67	49	21
75	45	15	79	65
1	33	11	46	56
2	6	25	8	14
94	58	85	14	62
78	61	9	86	3
5	42	82	30	3
55	7	84	44	3
12	94	3	79	7
11	23	49	45	74
14	70	32	7	53
55	49	22	29	95
62	1	77	43	8
67	15	12	55	61
2	69	67	34	28
78	69	95	23	11
1	90	61	33	84
11	58	77	63	63
97	52	17	45	72
57	9	89	27	37
77	65	37	29	75
30	11	99	17	3
63	74	96	90	60
44	86	76	89	48
85	26	27	6	80
67	51	82	67	4
76	67	87	98	77
95	38	46	3	34
32	85	56	9	26
65	82	5	4	8
97	59	38	14	56
7	18	91	38	89
44	60	77	35	38
23	7	79	26	21
11	49	61	70	40
72	6	47	4	43
67	58	22	64	32
41	11	18	81	64
6	98	37	77	67
60	35	62	75	60
33	59	60	53	58
48	10	14	57	81
98	7	2	36	69
51	11	84	85	36
82	51	59	25	39
38	22	43	20	72
26	70	15	37	84
41	81	19	46	53
28	72	42	69	11
52	0	40	59	59
48	85	45	11	53
36	60	4	42	77
50	73	8	27	12
41	85	96	86	27
76	20	23	58	63
90	42	18	44	46
68	39	73	3	15
50	84	2	56	6
92	63	94	5	78
16	44	10	14	85
97	91	65	45	57
12	49	93	83	83
73	31	37	80	87
40	57	30	16	87
97	4	40	28	52
4	10	85	7	57
30	82	57	34	29
96	58	83	82	70
64	90	64	33	35
76	59	21	38	46
9	61	21	78	68
27	60	30	99	88
74	68	75	18	9
70	54	86	97	83
55	43	1	79	8
61	95	40	96	34
9	95	63	3	32
96	86	67	5	61
81	87	2	50	83
55	90	75	77	81
1	9	14	44	59
70	98	6	82	76
90	45	39	2	76
16	64	64	76	17
90	65	66	10	42
35	67	41	77	67
92	73	10	65	74
43	66	33	31	80
57	28	33	16	45
62	1	40	35	53
54	87	98	60	81
82	69	8	43	44
27	27	66	9	76
27	80	81	57	2
78	39	70	43	13
35	36	39	41	78
89	76	18	26	32
60	94	76	25	58
38	7	4	22	45
36	17	34	68	69
32	87	38	50	86
26	31	10	1	22
62	24	78	42	81
34	20	66	1	90
28	4	79	78	20
76	43	8	81	66
91	12	44	65	83
35	34	77	52	87
99	72	50	47	94
94	47	33	58	38
57	37	72	2	47
64	13	10	59	0
50	5	74	24	15
25	57	72	20	57
81	60	17	5	8
40	27	95	24	11
18	0	72	47	60
28	91	62	28	78
11	68	67	0	40
39	98	15	66	57
66	83	66	38	11
53	35	29	96	47
61	91	78	39	84
41	36	56	76	42
50	74	90	63	28
52	88	9	96	58
51	15	81	77	76
64	91	42	89	33
19	40	19	81	9
29	96	67	60	56
11	35	61	56	73
12	84	32	74	96
78	82	11	71	80
18	11	77	67	19
2	71	23	56	27
30	54	39	81	23
1	4	81	19	76
41	94	42	26	84
68	21	80	85	80
62	94	54	49	42
37	95	22	36	93
83	31	13	63	45
42	23	93	92	21
25	53	12	9	20
30	82	10	49	37
28	5	62	81	1
22	82	84	14	15
67	5	18	36	97
47	72	3	31	87
84	24	33	60	1
99	72	62	11	30
1	23	82	88	5
73	92	68	2	63
33	83	63	87	33
36	41	68	95	71
77	64	74	40	48
63	60	50	25	3
98	52	18	71	27
30	81	13	29	60
84	66	36	83	7
60	29	60	26	69
96	83	43	79	30
97	60	29	75	22
15	46	42	51	7
45	57	2	13	41
41	10	95	21	39
10	63	52	0	81
98	62	61	16	64
7	22	55	43	95
54	61	12	63	59
41	38	68	5	30
76	62	71	16	88
9	37	35	46	15
63	42	24	40	28
87	98	21	85	31
98	43	83	93	25
74	74	1	82	42
68	54	63	58	24
76	57	52	83	67
87	58	89	77	89
25	90	34	74	8
30	27	14	40	87
56	30	50	39	77
60	65	7	3	41
80	93	6	33	22
31	72	26	94	73
30	4	90	75	68
22	77	83	36	36
72	67	22	55	69
48	92	9	43	79
62	22	13	21	63
62	80	80	78	17
30	87	41	13	74
91	59	31	6	63
83	90	13	9	64
72	58	31	92	19
78	80	33	5	16
47	29	42	95	71
59	94	10	93	41
60	91	38	73	70
58	42	66	83	19
56	99	5	56	40
35	91	62	19	18
58	37	0	67	74
92	10	42	54	4
79	22	83	78	20
78	41	50	31	34
67	87	92	4	45
13	63	94	42	79
34	80	85	18	8
52	19	18	4	66
86	55	97	21	15
60	37	53	31	97
95	49	43	12	0
5	85	78	97	56
82	63	95	64	89
56	89	61	37	49
3	29	23	30	36
97	13	19	91	79
33	49	35	30	39
44	59	41	44	49
40	69	82	71	50
74	24	52	15	93
39	54	70	40	74
3	41	72	72	50
57	75	15	86	69
4	77	10	10	96
22	95	5	51	13
25	92	42	93	13
22	77	66	66	22
53	66	93	49	87
41	76	72	54	79
71	43	7	59	61
24	8	89	17	8
88	17	33	94	3
90	15	1	74	86
17	71	84	17	19
9	39	33	77	42
52	84	19	78	24
48	57	30	58	71
76	91	59	77	16
96	43	96	62	67
20	87	27	86	95
85	40	63	50	73
96	46	39	45	26
92	3	47	3	99
89	79	77	12	89
76	80	59	92	23
69	47	2	78	45
78	75	70	20	84
24	98	66	0	76
39	99	29	14	50
32	54	32	47	30
43	12	13	89	58
52	79	85	11	48
61	65	92	64	55
80	68	70	5	53
22	19	9	59	59
55	92	77	61	21
91	81	87	59	55
71	30	14	6	36
77	41	50	27	67
16	85	5	54	63
10	59	67	88	99
78	70	16	60	51
80	41	2	82	97
63	92	12	32	45
72	56	15	74	5
14	22	55	12	4
82	74	87	33	11
79	94	49	92	51
44	67	22	89	20
18	22	70	49	5
75	23	44	52	87
2	97	68	60	88
45	32	31	82	43
52	72	59	73	65
72	46	97	46	20
17	70	72	72	22
77	13	97	81	39
33	93	64	10	31
90	49	91	92	35
49	77	18	62	34
41	8	84	51	98
96	41	34	34	54
66	8	70	41	82
53	84	47	13	58
75	44	95	42	29
51	97	11	66	63
19	16	15	85	10
78	66	2	76	9
7	3	68	0	39
93	79	32	33	27
92	79	0	80	98
77	1	72	20	13
0	5	4	14	91
31	32	61	54	83
66	15	20	41	45
6	65	66	60	44
40	8	22	5	42
42	31	35	9	21
18	31	12	30	79
48	32	25	81	2
79	84	49	68	10
3	85	57	64	93
65	7	32	4	5
83	65	65	11	4
45	65	54	38	68
30	65	39	62	82
56	14	69	45	29
46	9	21	81	24
72	62	42	87	74
40	60	15	40	98
79	68	54	8	0
32	36	74	43	63
94	92	69	18	12
82	2	8	24	88
87	41	85	80	2
21	18	46	62	1
73	17	37	7	13
37	88	99	11	40
38	50	74	53	79
87	95	95	84	85
34	36	16	91	63
35	79	98	46	37
2	11	83	17	58
42	56	8	96	59
15	48	39	53	85
10	35	29	77	95
36	22	65	61	39
92	99	14	35	80
0	99	22	62	27
64	71	55	46	96
2	56	64	78	81
98	80	75	44	50
97	53	80	22	73
38	22	84	29	67
38	76	45	53	56
90	90	47	17	15
65	52	76	17	11
44	97	73	68	34
8	98	61	70	13
42	55	68	99	65
82	49	1	44	44
1	84	0	86	95
45	66	79	78	53
98	70	15	44	70
58	39	43	31	44
40	80	5	51	49
21	71	4	63	32
46	94	93	21	71
47	84	71	15	78
31	42	17	69	66
9	48	98	63	69
13	73	41	75	30
6	23	20	5	48
81	98	60	81	31
79	42	44	53	18
39	9	35	46	57
31	73	97	54	95
92	87	43	51	15
92	89	71	30	6
76	7	16	93	26
99	55	42	12	37
81	48	93	58	83
11	40	14	80	32
0	28	59	32	79
99	81	20	50	18
41	66	64	15	12
8	15	80	26	11
37	34	86	86	57
24	71	14	17	14
15	72	55	37	31
41	26	32	0	81
56	77	88	35	48
24	10	36	5	45
97	16	48	10	33
3	10	38	84	50
60	62	69	85	51
91	4	12	78	18
92	77	12	91	6
0	96	76	9	34
27	34	17	6	90
22	15	70	24	42
66	38	92	9	75
2	84	74	38	96
78	26	60	60	43
55	42	62	21	64
23	27	72	25	61
95	54	8	81	1
45	31	9	86	49
99	34	50	54	46
60	61	57	58	50
41	97	59	86	98
27	8	40	23	69
3	7	70	61	98
94	60	90	79	93
71	37	98	74	66
20	26	39	90	5
67	25	33	94	59
11	38	87	51	85
55	31	94	11	53
22	78	0	72	47
87	1	96	82	17
27	14	8	71	88
36	67	37	18	62
24	9	44	48	60
27	11	35	55	65
96	15	63	75	9
12	45	3	20	0
82	20	40	28	53
1	86	28	25	49
96	64	84	98	87
99	93	64	61	36
46	74	51	89	37
9	68	39	91	47
86	1	44	84	53
82	61	78	58	41
94	42	13	74	78
40	76	96	33	30
30	24	97	81	52
50	4	91	59	8
83	20	88	53	82
65	99	16	38	60
79	8	53	81	96
27	77	34	44	96
91	1	22	38	42
54	78	23	72	12
21	54	40	38	27
45	95	41	78	56
5	51	14	51	47
15	75	18	70	57
28	35	0	62	0
47	50	80	7	52
66	52	13	57	64
6	60	45	74	43
38	16	75	53	70
11	35	27	24	30
18	73	86	16	38
30	19	82	64	87
72	32	44	7	21
6	14	5	69	15
47	95	79	94	12
75	58	62	99	44
1	48	31	83	15
15	87	50	12	31
43	92	70	81	72
87	36	65	34	82
97	33	95	25	25
79	72	35	63	39
44	60	65	87	34
46	65	38	19	76
21	91	99	38	73
16	82	78	91	22
88	81	22	20	69
18	8	96	21	13
28	40	5	39	73
10	16	66	0	19
86	6	78	2	96
42	43	3	62	91
22	67	8	36	30
70	70	51	93	46
11	64	78	41	45
55	31	24	61	9
35	85	82	51	84
99	45	63	73	81
80	43	34	35	15
1	26	17	90	20
80	22	60	12	46
54	54	23	29	79
60	51	47	54	68
28	14	64	29	9
66	68	23	68	71
80	18	27	68	65
71	26	78	55	27
62	72	20	85	97
70	5	46	24	27
15	8	62	20	89
32	98	43	57	24
59	23	53	60	29
51	87	4	83	93
42	12	68	85	64
63	16	29	99	23
56	53	76	53	6
34	12	87	67	84
89	37	5	63	15
98	39	16	29	52
94	7	68	67	23
21	18	50	5	73
85	57	35	76	34
88	87	84	18	94
76	93	8	42	77
33	85	68	25	13
19	0	74	47	98
81	30	24	48	29
1	96	2	31	40
86	23	1	74	42
66	42	47	62	7
38	54	16	20	51
49	7	78	69	91
46	40	59	87	11
0	19	98	24	53
97	13	38	64	36
42	77	97	58	18
6	21	70	68	27
66	25	72	11	27
53	85	76	55	34
82	56	77	79	70
18	5	70	50	33
83	41	52	75	7
60	94	58	56	10
69	78	52	14	1
97	53	58	74	63
80	97	8	91	15
71	2	32	45	35
74	10	11	81	10
70	26	61	75	32
41	74	89	11	52
91	50	54	21	57
33	5	92	21	40
15	11	61	34	0
90	13	48	22	73
78	75	27	33	47
79	36	44	5	76
51	66	33	89	54
7	32	95	80	38
12	15	99	86	77
81	54	80	57	83
86	42	14	36	93
76	59	78	62	75
77	85	59	49	33
46	11	87	20	49
86	72	47	78	15
70	69	50	21	28
91	36	93	78	46
94	45	13	12	7
61	34	44	79	29
0	27	41	66	79
53	52	27	84	7
12	98	53	1	69
37	58	8	15	39
95	59	66	45	33
47	77	98	29	93
17	10	93	2	57
